s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
263.7330954, 89657.4369175, 43159.5378940, -1.3035328, 0.0874267, 8.4490372, -2.2371527
264.7320844, 89658.3601596, 43159.8349023, -1.2128627, 0.1047456, 8.1802474, -2.7437800
265.7310734, 89659.3063373, 43160.2595412, -1.0748369, 0.1607898, 7.8380122, -3.3419956
266.7300624, 89660.1528239, 43160.8188693, -0.8963027, 0.1722884, 7.3998109, -1.7004742
267.7290514, 89660.7776418, 43161.3810294, -0.7922961, 0.1180865, 7.1665676, 1.8522502
268.7280404, 89661.4005040, 43162.0754405, -0.6753237, 0.0927451, 7.4202727, 2.4061675
269.7270294, 89662.0075700, 43162.8873264, -0.6169512, 0.0439937, 7.7374360, 2.9662671
270.7260184, 89662.5540273, 43163.6945863, -0.5722983, 0.0494233, 8.1113780, 3.1062412
271.7250074, 89663.1049110, 43164.6066799, -0.5111126, 0.0679882, 8.4853199, -1.3008217
272.7239964, 89663.6106924, 43165.6048076, -0.4294752, 0.0534713, 8.3307647, -5.6653331
273.7229854, 89664.0456872, 43166.5961742, -0.4126964, -0.0329465, 7.6211830, -5.1613173
