s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
273.3905917, 89664.6257589, 43167.6246005, -0.6361498, -0.4580223, 9.2887858, -8.8672336
274.3883676, 89665.3399831, 43168.2075699, -1.1013972, -0.2510989, 8.2816977, -5.6360476
275.3861435, 89666.2536102, 43168.6369342, -1.1121169, 0.0481636, 7.5722845, -0.7307847
276.3839194, 89667.1257492, 43169.0820514, -1.0931743, -0.0002090, 7.4753712, -0.7213715
277.3816953, 89668.0646297, 43169.5614581, -1.1098232, -0.0329232, 7.3784578, -0.6947441
278.3794711, 89669.0226703, 43170.0049383, -1.1781494, -0.1085024, 7.2839029, -0.6737410
279.3772470, 89669.9577850, 43170.3167492, -1.3371220, -0.2120399, 7.1910192, -0.3226314
280.3750229, 89670.8907112, 43170.4337137, -1.5595006, -0.2401454, 7.1461129, 1.5114848
281.3727988, 89671.8110023, 43170.3452998, -1.7691275, -0.2110247, 7.3541264, 1.5548509
282.3705747, 89672.7876419, 43170.0431571, -1.9661201, -0.1736663, 7.5621400, 1.8422301
283.3683506, 89673.7082715, 43169.5657139, -2.1226962, -0.1182453, 7.8014246, 2.1764834
284.3661264, 89674.5306978, 43169.0002764, -2.2163815, -0.0749131, 8.0749930, 2.2514898
285.3639023, 89675.3264477, 43168.3573630, -2.2806311, -0.0530306, 8.3485613, 2.3172145
286.3616782, 89676.0739566, 43167.6825787, -2.3278863, -0.0451945, 8.6210555, 2.3256736
287.3594541, 89676.8092879, 43166.9493381, -2.3850868, -0.0648659, 8.8861465, 2.3961035
288.3572300, 89677.4549235, 43166.2165688, -2.4557449, -0.0781199, 9.1512375, 1.9936376
289.3550059, 89678.0323680, 43165.4536064, -2.5317814, -0.0791422, 9.3660854, -0.1273328
290.3527817, 89678.5537025, 43164.6438280, -2.6069225, -0.0762098, 9.3525107, -0.1271481
291.3505576, 89679.0311752, 43163.7645982, -2.6801898, -0.0697811, 9.3389360, -0.2956561
292.3483335, 89679.4588517, 43162.8240179, -2.7481628, -0.0630547, 9.3072944, -1.0535383
293.3461094, 89679.8099417, 43161.8954478, -2.8129884, -0.0686858, 9.1936575, -1.0405962
294.3438853, 89680.1004982, 43160.9290251, -2.8883167, -0.0819796, 9.0800206, -1.0276541
295.3416611, 89680.3075382, 43159.9527223, -2.9808176, -0.1054492, 8.9663838, -0.8342948
296.3394370, 89680.4151862, 43158.9113127, -3.0974785, -0.1144979, 8.8730581, -0.7943899
297.3372129, 89680.3997968, 43157.9021140, 3.0650957, -0.1257919, 8.7832746, -0.7863108
298.3349888, 89680.2684552, 43156.9633571, 2.9366926, -0.1473328, 8.6934912, -0.7887429
299.3327647, 89679.9897862, 43156.0001150, 2.7828616, -0.1510375, 8.6024887, -0.7825485
300.3305406, 89679.5806848, 43155.1053336, 2.6482288, -0.1174526, 8.5112394, -0.3608012
301.3283164, 89679.0745289, 43154.2665875, 2.5560488, -0.0800611, 8.4688369, 0.8930641
302.3260923, 89678.5021900, 43153.4737398, 2.4760578, -0.0834981, 8.5734097, 0.9040239
303.3238682, 89677.8448742, 43152.7063690, 2.3899727, -0.0867503, 8.6779825, 1.5752366
304.3216441, 89677.1279490, 43152.0034014, 2.3037754, -0.0811716, 8.8572483, 2.1739116
305.3194200, 89676.3627558, 43151.3664903, 2.2275124, -0.0728568, 9.0988461, 2.2324112
306.3171959, 89675.5440622, 43150.7809719, 2.1563923, -0.0691476, 9.3404439, 2.3052790
307.3149717, 89674.6703250, 43150.2443524, 2.0880543, -0.0622703, 9.5835377, 2.3727033
308.3127476, 89673.7735595, 43149.7695889, 2.0284031, -0.0560205, 9.8274640, 2.4323359
309.3105235, 89672.8946244, 43149.3654766, 1.9753542, -0.0544490, 10.0713902, 3.3071034
310.3082994, 89671.9388778, 43148.9889098, 1.9152269, -0.0631311, 10.3938634, 3.5774831
311.3060753, 89671.0048373, 43148.6869788, 1.8512825, -0.0653984, 10.7317962, 3.6869388
312.3038511, 89670.0904345, 43148.4531665, 1.7913388, -0.0632660, 11.0692785, 3.7948480
313.3016270, 89669.1452742, 43148.2702474, 1.7343543, -0.0525603, 11.4062151, 3.6711815
314.2994029, 89668.0978915, 43148.1235077, 1.6890957, -0.0319255, 11.7229593, -3.2317871
315.2971788, 89667.1754026, 43148.0207863, 1.6806080, 0.0094407, 11.4445872, -3.1541233
316.2949547, 89666.1773171, 43147.9007680, 1.7050504, 0.0377896, 11.1662151, -3.0764596
317.2927306, 89665.1350915, 43147.7339620, 1.7583807, 0.0630797, 10.8878430, -5.6515082
318.2905064, 89664.1286372, 43147.5080517, 1.8244254, 0.0632535, 10.3569903, -5.6656861
319.2882823, 89663.1517028, 43147.2203858, 1.8908019, 0.0686435, 9.7959725, -5.3502436
320.2860582, 89662.2347209, 43146.8797019, 1.9649524, 0.0854926, 9.2349548, -2.8043598
321.2838341, 89661.2951249, 43146.4333658, 2.0673369, 0.1077429, 8.9268217, -1.1561720
322.2816100, 89660.4284529, 43145.8967553, 2.1860414, 0.1254185, 8.7966439, -1.1391879
323.2793859, 89659.7184859, 43145.3285534, 2.3081426, 0.1433493, 8.6664661, 0.0530517
324.2771617, 89659.0460918, 43144.6148919, 2.4685936, 0.1702456, 8.6725719, 0.0912422
325.2749376, 89658.4882067, 43143.7917162, 2.6131744, 0.1110726, 8.6830629, 1.8930292
326.2727135, 89658.0473598, 43142.9528276, 2.6976249, 0.0778077, 8.8979334, 2.4264036
327.2704894, 89657.6513895, 43142.0337233, 2.7707312, 0.0701832, 9.1659824, 2.5062674
328.2682653, 89657.3053618, 43141.0362812, 2.8447564, 0.0699230, 9.4348619, 2.6634841
329.2660411, 89657.0490956, 43140.0894068, 2.9081976, 0.0600736, 9.7124528, 2.7407126
330.2638170, 89656.8455841, 43139.1082085, 2.9648745, 0.0535307, 9.9900437, 2.8570246
331.2615929, 89656.6938837, 43138.1070138, 3.0168907, 0.0491603, 10.2714319, 3.9105503
332.2593688, 89656.5918077, 43137.1149293, 3.0588994, 0.0351115, 10.6445300, 4.0500628
333.2571447, 89656.5244973, 43136.1188952, 3.0870352, 0.0212928, 11.0176281, 4.1895753
334.2549206, 89656.4784089, 43135.1222470, 3.1014554, 0.0076141, 11.3907262, 0.4697574
335.2526964, 89656.4397163, 43134.1153338, 3.1028405, -0.0048286, 11.4318008, 0.2044622
336.2504723, 89656.3964228, 43133.1157654, 3.0916163, -0.0177822, 11.4496325, 0.2047809
337.2482482, 89656.3362048, 43132.1300968, 3.0672041, -0.0319481, 11.4674642, 0.0259760
338.2460241, 89656.2415829, 43131.1101136, 3.0295385, -0.0410912, 11.4697241, 0.0000000
339.2438000, 89656.1072335, 43130.1162592, 2.9830473, -0.0522993, 11.4697241, -16.9352212
340.2415758, 89655.9290539, 43129.1695305, 2.9255499, -0.0681032, 9.8873384, -5.6742105
