s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
319.1823174, 89663.7978882, 43147.2480119, 1.7482065, 0.0404545, 9.9037705, -5.4341814
320.1797621, 89662.8159776, 43147.0452003, 1.8073204, 0.0799455, 9.3404538, -0.5257064
321.1772069, 89661.9034263, 43146.7801885, 1.9086648, 0.1378071, 9.2841452, -0.4116996
322.1746516, 89660.9331759, 43146.3573809, 2.0532446, 0.1308296, 9.2398083, -0.6149018
323.1720964, 89660.0907287, 43145.8477221, 2.1732148, 0.1109035, 9.1731889, -2.9721715
324.1695411, 89659.3384716, 43145.2744404, 2.2701992, 0.1146737, 8.8441077, -0.3632512
325.1669859, 89658.6379504, 43144.6032126, 2.4061571, 0.1548515, 8.8030447, -0.3632512
326.1644306, 89658.0128012, 43143.7956310, 2.5543897, 0.1260486, 8.7617892, 1.9635242
327.1618753, 89657.5370068, 43142.9888964, 2.6597239, 0.1040839, 8.9825366, 3.2236725
328.1593201, 89657.1153120, 43142.0692939, 2.7635230, 0.1037334, 9.3336399, 2.5547134
329.1567648, 89656.7852750, 43141.0802674, 2.8777628, 0.1132898, 9.6027707, 1.1209309
330.1542096, 89656.5768140, 43140.1116320, 2.9772264, 0.0876665, 9.7185049, 3.2772278
331.1516543, 89656.4526649, 43139.1203456, 3.0528615, 0.0641674, 10.0492311, 4.8266232
332.1490991, 89656.3923560, 43138.1192227, 3.1064576, 0.0431205, 10.5173963, 4.7814893
333.1465438, 89656.3765405, 43137.1186144, -3.1403326, 0.0295417, 10.9614857, 4.7367773
334.1439885, 89656.3902083, 43136.1211850, -3.1177514, 0.0156915, 11.3843540, 4.6924835
335.1414333, 89656.4193626, 43135.1272854, -3.1091126, 0.0016396, 11.7883205, 4.6486039
336.1388780, 89656.4506303, 43134.1219703, -3.1140671, -0.0114647, 12.1753009, 4.6051346
337.1363228, 89656.4701798, 43133.1226510, -3.1322741, -0.0251382, 12.5468995, 4.5620718
338.1337675, 89656.4647637, 43132.1342157, 3.1188831, -0.0399066, 12.9044766, 4.5194116
339.1312122, 89656.4186300, 43131.1156628, 3.0716746, -0.0527096, 13.2491978, -0.4370634
340.1286570, 89656.3198593, 43130.1190703, 3.0112749, -0.0687012, 13.2162532, -33.9025251
341.1261017, 89656.1590342, 43129.1635844, 2.9349959, -0.0898196, 10.3458957, -2.7965058
